Year,SubRecipientCode,City,State,Mode,Basic Information - Subrecipient Reporter Type,Total Operating Expense,Total Active Revenue Vehicles,Annual Vehicle Revenue Miles,Total Unlinked Passenger Trips,Region
2019,5R02-50441,WABASH,IN,All,Rural Reporter,563393.0,11.0,162738.0,24045.0,East North Central
2019,5R02-50444,Monticello,IN,All,Rural Reporter,300260.0,8.0,85076.0,12808.0,East North Central
2019,5R02-50454,Peru,IN,All,Rural Reporter,494983.0,16.0,299320.0,46583.0,East North Central
2019,5R02-50468,Columbia City,IN,All,Rural Reporter,560480.0,13.0,210871.0,34786.0,East North Central
2019,5R02-50483,Brookville,IN,All,Rural Reporter,468515.0,16.0,242526.0,27143.0,East North Central
2019,5R02-50484,Rochester,IN,All,Rural Reporter,473503.0,12.0,183564.0,37285.0,East North Central
2019,5R02-50485,Marion,IN,All,Rural Reporter,1307315.0,12.0,224911.0,257760.0,East North Central
2019,5R02-50493,Terre Haute,IN,All,Rural Reporter,315311.0,7.0,102493.0,12338.0,East North Central
2019,5R02-50499,FRANKFORT,IN,All,Rural Reporter,466148.0,14.0,145109.0,44285.0,East North Central
2019,5R02-50501,Seymour,IN,All,Rural Reporter,388365.0,8.0,114045.0,39107.0,East North Central
2019,5R02-55310,Monon,IN,All,Rural Reporter,1044475.0,41.0,509788.0,56552.0,East North Central
2019,5R03-50217,East Tawas,MI,All,Rural Reporter,481946.0,7.0,169166.0,29932.0,East North Central
2019,5R03-50224,Caro,MI,All,Rural Reporter,1109177.0,23.0,243453.0,60392.0,East North Central
2019,5R03-50225,Bay City,MI,All,Rural Reporter,340252.0,8.0,135305.0,22114.0,East North Central
2019,5R03-50227,Owosso,MI,All,Rural Reporter,1393216.0,18.0,742044.0,93609.0,East North Central
2019,5R03-50233,Alpena,MI,All,Rural Reporter,1633701.0,35.0,321174.0,105378.0,East North Central
2019,5R03-50240,Manistique,MI,All,Rural Reporter,814455.0,16.0,270905.0,57504.0,East North Central
2019,5R03-50241,Sault Ste Marie,MI,All,Rural Reporter,3544129.0,16.0,284293.0,888992.0,East North Central
2019,5R03-50242,PRUDENVILLE,MI,All,Rural Reporter,2104279.0,27.0,568015.0,89547.0,East North Central
2019,5R03-50244,Mt. Pleasant,MI,All,Rural Reporter,5928402.0,50.0,1297375.0,551558.0,East North Central
2019,5R03-50260,Charlotte,MI,All,Rural Reporter,2571121.0,36.0,709691.0,124073.0,East North Central
2019,5R03-50265,Marshall,MI,All,Rural Reporter,385860.0,6.0,96180.0,27396.0,East North Central
2019,5R03-50268,Hillsdale,MI,All,Rural Reporter,321144.0,4.0,54496.0,27072.0,East North Central
2019,5R03-50282,Kalkaska,MI,All,Rural Reporter,888351.0,22.0,195259.0,88083.0,East North Central
2019,5R03-50285,Cheboygan,MI,All,Rural Reporter,1234767.0,17.0,384051.0,47401.0,East North Central
2019,5R03-50310,Cassopolis,MI,All,Rural Reporter,608401.0,14.0,247967.0,24998.0,East North Central
2019,5R03-50313,Boyne City,MI,All,Rural Reporter,1949775.0,23.0,588021.0,81253.0,East North Central
2019,5R03-50314,St. Johns,MI,All,Rural Reporter,1640204.0,36.0,600972.0,55741.0,East North Central
2019,5R03-50323,Adrian,MI,All,Rural Reporter,422296.0,7.0,106493.0,60350.0,East North Central
2019,5R03-50335,Lapeer,MI,All,Rural Reporter,2020623.0,30.0,617565.0,161328.0,East North Central
2019,5R03-50337,Coldwater,MI,All,Rural Reporter,1695003.0,17.0,343219.0,127848.0,East North Central
2019,5R03-50340,Gaylord,MI,All,Rural Reporter,1335661.0,23.0,254161.0,60503.0,East North Central
2019,5R03-50344,West Branch,MI,All,Rural Reporter,940598.0,12.0,280355.0,54954.0,East North Central
2019,5R03-50346,Sandusky,MI,All,Rural Reporter,1551963.0,19.0,569191.0,103936.0,East North Central
2019,5R03-50355,Hastings,MI,All,Rural Reporter,1588241.0,16.0,504698.0,96911.0,East North Central
2019,5R03-50356,Escanaba,MI,All,Rural Reporter,1604031.0,26.0,431234.0,117675.0,East North Central
2019,5R03-50369,Manistee,MI,All,Rural Reporter,2517096.0,24.0,594021.0,155849.0,East North Central
2019,5R03-50370,Bad Axe,MI,All,Rural Reporter,4161607.0,50.0,2046740.0,434668.0,East North Central
2019,5R03-50371,Ontonagon,MI,All,Rural Reporter,675765.0,6.0,117682.0,32015.0,East North Central
2019,5R03-50374,Cadillac,MI,All,Rural Reporter,2707478.0,31.0,1066366.0,135444.0,East North Central
2019,5R03-50383,Bangor,MI,All,Rural Reporter,1833094.0,22.0,559169.0,93657.0,East North Central
2019,5R03-50386,Houghton,MI,All,Rural Reporter,499370.0,9.0,79497.0,55184.0,East North Central
2019,5R03-50395,Gladwin,MI,All,Rural Reporter,1670247.0,24.0,538461.0,103795.0,East North Central
2019,5R03-50398,Belding,MI,All,Rural Reporter,269895.0,5.0,68605.0,24619.0,East North Central
2019,5R03-50404,Greenville,MI,All,Rural Reporter,323851.0,6.0,81084.0,29142.0,East North Central
2019,5R03-50408,Hancock,MI,All,Rural Reporter,244571.0,5.0,66164.0,20020.0,East North Central
2019,5R03-50413,Traverse City,MI,All,Rural Reporter,8474928.0,120.0,2344883.0,591307.0,East North Central
2019,5R03-50416,Big Rapids,MI,All,Rural Reporter,625520.0,10.0,221812.0,29048.0,East North Central
2019,5R03-50427,Marquette,MI,All,Rural Reporter,3164489.0,58.0,935159.0,365733.0,East North Central
2019,5R03-50436,Three Rivers,MI,All,Rural Reporter,2070067.0,28.0,858527.0,75212.0,East North Central
2019,5R03-50437,Big Rapids,MI,All,Rural Reporter,603532.0,9.0,144950.0,141386.0,East North Central
2019,5R03-50452,Bellaire,MI,All,Rural Reporter,746942.0,16.0,260145.0,35695.0,East North Central
2019,5R03-50453,Harrison,MI,All,Rural Reporter,1659765.0,27.0,564762.0,95519.0,East North Central
2019,5R03-50455,Ironwood,MI,All,Rural Reporter,603793.0,7.0,96213.0,26350.0,East North Central
2019,5R03-50456,Allegan,MI,All,Rural Reporter,1223822.0,27.0,415790.0,33318.0,East North Central
2019,5R03-50457,Beulah,MI,All,Rural Reporter,1975557.0,25.0,627336.0,104879.0,East North Central
2019,5R03-50459,Ludington,MI,All,Rural Reporter,1841159.0,24.0,372558.0,177659.0,East North Central
2019,5R03-50463,St. Joseph,MI,All,Rural Reporter,849713.0,26.0,309830.0,39681.0,East North Central
2019,5R03-50473,Adrian,MI,All,Rural Reporter,580600.0,12.0,193165.0,52767.0,East North Central
2019,5R03-50476,Idlewild,MI,All,Rural Reporter,1695472.0,21.0,403260.0,191159.0,East North Central
2019,5R03-50487,Sault Sainte Marie,MI,All,Rural Reporter,419775.0,6.0,104009.0,32095.0,East North Central
2019,5R03-50492,Alma,MI,All,Rural Reporter,675172.0,14.0,228465.0,72222.0,East North Central
2019,5R03-50494,Dowagiac,MI,All,Rural Reporter,195425.0,3.0,48652.0,24009.0,East North Central
2019,5R03-50495,Douglas,MI,All,Rural Reporter,848544.0,8.0,156842.0,70079.0,East North Central
2019,5R03-50503,Grayling,MI,All,Rural Reporter,1889409.0,17.0,455919.0,106015.0,East North Central
2019,5R03-50511,Munising,MI,All,Rural Reporter,839614.0,18.0,419417.0,98348.0,East North Central
2019,5R03-50514,Ionia,MI,All,Rural Reporter,678213.0,9.0,163817.0,50019.0,East North Central
2019,5R03-55321,Whitmore Lake,MI,All,Rural Reporter,604381.0,33.0,451032.0,47368.0,East North Central
2019,5R03-55322,Chelsea,MI,All,Rural Reporter,603898.0,12.0,241590.0,39593.0,East North Central
2019,5R03-55323,Muskegon,MI,All,Rural Reporter,250780.0,62.0,87485.0,13176.0,East North Central
2019,5R03-55440,Hillsdale,MI,All,Rural Reporter,121468.0,8.0,43025.0,2260.0,East North Central
2019,5R04-50231,Lowry,MN,All,Rural Reporter,2782629.0,35.0,701107.0,174592.0,West North Central
2019,5R04-50262,Morris,MN,All,Rural Reporter,427699.0,7.0,101589.0,64583.0,West North Central
2019,5R04-50321,Mankato,MN,All,Rural Reporter,482136.0,5.0,93958.0,5178.0,West North Central
2019,5R04-50322,Brainerd,MN,All,Rural Reporter,1024239.0,10.0,248060.0,66913.0,West North Central
2019,5R04-50332,Hibbing,MN,All,Rural Reporter,411312.0,4.0,116278.0,53890.0,West North Central
2019,5R04-50334,Montevideo,MN,All,Rural Reporter,2239451.0,24.0,550050.0,159161.0,West North Central
2019,5R04-50349,Winona,MN,All,Rural Reporter,824422.0,9.0,232495.0,227906.0,West North Central
2019,5R04-50353,Crookston,MN,All,Rural Reporter,2585506.0,30.0,584016.0,204437.0,West North Central
2019,5R04-50379,Detroit Lakes,MN,All,Rural Reporter,524336.0,7.0,109268.0,43125.0,West North Central
2019,5R04-50394,Glencoe,MN,All,Rural Reporter,5214931.0,41.0,1367489.0,264323.0,West North Central
2019,5R04-50397,Park Rapids,MN,All,Rural Reporter,452829.0,6.0,142961.0,41197.0,West North Central
2019,5R04-50430,Fosston,MN,All,Rural Reporter,87191.0,1.0,22154.0,15478.0,West North Central
2019,5R04-50446,Wadena,MN,All,Rural Reporter,849205.0,8.0,186578.0,61261.0,West North Central
2019,5R04-50448,St. James,MN,All,Rural Reporter,398655.0,5.0,146928.0,26851.0,West North Central
2019,5R04-50450,Austin,MN,All,Rural Reporter,2855210.0,32.0,720843.0,272878.0,West North Central
2019,5R04-50471,Worthington,MN,All,Rural Reporter,358199.0,4.0,75269.0,25084.0,West North Central
2019,5R04-50474,Waite Park,MN,All,Rural Reporter,2459937.0,26.0,476766.0,132056.0,West North Central
2019,5R04-50489,Bemidji,MN,All,Rural Reporter,1550157.0,22.0,366148.0,123369.0,West North Central
2019,5R04-50504,Fergus Falls,MN,All,Rural Reporter,1762597.0,22.0,473542.0,148003.0,West North Central
2019,5R04-50510,Plainview,MN,All,Rural Reporter,3278958.0,29.0,662310.0,283931.0,West North Central
2019,5R04-50520,Virginia,MN,All,Rural Reporter,9414791.0,104.0,2664196.0,722704.0,West North Central
2019,5R04-55314,Wilmar,MN,All,Rural Reporter,2950519.0,36.0,776346.0,227429.0,West North Central
2019,5R04-55320,Fairmont,MN,All,Rural Reporter,1191064.0,13.0,456905.0,58148.0,West North Central
2019,5R04-55325,St Peter,MN,All,Rural Reporter,807690.0,11.0,147491.0,76810.0,West North Central
2019,5R04-55326,Marshall,MN,All,Rural Reporter,3708834.0,41.0,911893.0,223558.0,West North Central
2019,5R05-50164,Sandusky,OH,All,Rural Reporter,2552482.0,32.0,740388.0,325559.0,East North Central
2019,5R05-50255,Carrollton,OH,All,Rural Reporter,717127.0,12.0,273576.0,6903.0,East North Central
2019,5R05-50275,Mt. Vernon,OH,All,Rural Reporter,1920314.0,34.0,734191.0,187807.0,East North Central
2019,5R05-50278,Athens,OH,All,Rural Reporter,1546597.0,17.0,400424.0,475730.0,East North Central
2019,5R05-50284,Urbana,OH,All,Rural Reporter,482720.0,13.0,229631.0,19743.0,East North Central
2019,5R05-50292,Bowling Green,OH,All,Rural Reporter,570544.0,7.0,124006.0,30713.0,East North Central
2019,5R05-50293,Woodsfield,OH,All,Rural Reporter,365085.0,15.0,207638.0,18804.0,East North Central
2019,5R05-50298,Oak Harbor,OH,All,Rural Reporter,2109999.0,25.0,745698.0,85365.0,East North Central
2019,5R05-50316,Wilmington,OH,All,Rural Reporter,1384335.0,25.0,611476.0,147346.0,East North Central
2019,5R05-50326,Chardon,OH,All,Rural Reporter,1330985.0,15.0,479836.0,39139.0,East North Central
2019,5R05-50341,Zanesville,OH,All,Rural Reporter,4222719.0,23.0,494046.0,139391.0,East North Central
2019,5R05-50343,New Lexington,OH,All,Rural Reporter,1968863.0,37.0,736158.0,53438.0,East North Central
2019,5R05-50362,Norwalk,OH,All,Rural Reporter,385480.0,10.0,190342.0,15664.0,East North Central
2019,5R05-50363,Portsmouth,OH,All,Rural Reporter,777881.0,13.0,162152.0,39736.0,East North Central
2019,5R05-50377,Findlay,OH,All,Rural Reporter,1226820.0,26.0,456612.0,37766.0,East North Central
2019,5R05-50382,Ashland,OH,All,Rural Reporter,642703.0,9.0,171962.0,32540.0,East North Central
2019,5R05-50388,Marion,OH,All,Rural Reporter,851041.0,15.0,154420.0,61385.0,East North Central
2019,5R05-50390,Ashtabula,OH,All,Rural Reporter,1310687.0,23.0,393506.0,115312.0,East North Central
2019,5R05-50406,Lancaster,OH,All,Rural Reporter,1804321.0,25.0,533513.0,129764.0,East North Central
2019,5R05-50410,Washington Court House,OH,All,Rural Reporter,1132961.0,15.0,480933.0,45982.0,East North Central
2019,5R05-50415,Greenville,OH,All,Rural Reporter,726964.0,10.0,144646.0,50879.0,East North Central
2019,5R05-50421,McConnelsville,OH,All,Rural Reporter,1077093.0,26.0,525824.0,29116.0,East North Central
2019,5R05-50424,Bellefonatine,OH,All,Rural Reporter,673237.0,26.0,238371.0,22575.0,East North Central
2019,5R05-50429,Chillicothe,OH,All,Rural Reporter,6681316.0,19.0,578643.0,155042.0,East North Central
2019,5R05-50433,Fremont,OH,All,Rural Reporter,1050550.0,22.0,325757.0,32119.0,East North Central
2019,5R05-50434,Circleville,OH,All,Rural Reporter,754828.0,18.0,267812.0,47429.0,East North Central
2019,5R05-50438,Logan,OH,All,Rural Reporter,442258.0,11.0,116699.0,16692.0,East North Central
2019,5R05-50440,Tiffin,OH,All,Rural Reporter,1615154.0,29.0,427476.0,68121.0,East North Central
2019,5R05-50462,Cadiz,OH,All,Rural Reporter,627036.0,14.0,406965.0,15255.0,East North Central
2019,5R05-50464,Piketon,OH,All,Rural Reporter,618089.0,11.0,267245.0,25578.0,East North Central
2019,5R05-50481,Lisbon,OH,All,Rural Reporter,2389156.0,37.0,1011072.0,83682.0,East North Central
2019,5R05-50497,Sidney,OH,All,Rural Reporter,865056.0,11.0,249981.0,49897.0,East North Central
2019,5R05-55324,Marietta,OH,All,Rural Reporter,423209.0,6.0,106220.0,18424.0,East North Central
2019,5R06-50220,Shawano,WI,All,Rural Reporter,337149.0,6.0,123932.0,51049.0,East North Central
2019,5R06-50226,Menominee,WI,All,Rural Reporter,585815.0,11.0,83401.0,135194.0,East North Central
2019,5R06-50229,Richland Center,WI,All,Rural Reporter,242476.0,3.0,94757.0,38992.0,East North Central
2019,5R06-50235,Monroe,WI,All,Rural Reporter,444617.0,10.0,165623.0,79147.0,East North Central
2019,5R06-50239,Black River Falls,WI,All,Rural Reporter,297036.0,3.0,145918.0,48627.0,East North Central
2019,5R06-50257,Marshfield,WI,All,Rural Reporter,886171.0,12.0,304331.0,102464.0,East North Central
2019,5R06-50266,Viroqua,WI,All,Rural Reporter,487322.0,7.0,190907.0,63308.0,East North Central
2019,5R06-50277,Plover,WI,All,Rural Reporter,239877.0,3.0,158914.0,39809.0,East North Central
2019,5R06-50286,Lancaster,WI,All,Rural Reporter,67758.0,6.0,18385.0,6540.0,East North Central
2019,5R06-50290,Ripon,WI,All,Rural Reporter,356472.0,5.0,120210.0,47012.0,East North Central
2019,5R06-50291,Prairie du Sac,WI,All,Rural Reporter,126662.0,3.0,50107.0,12760.0,East North Central
2019,5R06-50295,Ladysmith,WI,All,Rural Reporter,1434797.0,13.0,583696.0,56335.0,East North Central
2019,5R06-50303,River Falls,WI,All,Rural Reporter,287065.0,3.0,120047.0,35467.0,East North Central
2019,5R06-50318,Baraboo,WI,All,Rural Reporter,544584.0,8.0,225258.0,73954.0,East North Central
2019,5R06-50319,Watertown,WI,All,Rural Reporter,828993.0,15.0,332130.0,103783.0,East North Central
2019,5R06-50336,Waupaca,WI,All,Rural Reporter,497543.0,7.0,174019.0,57136.0,East North Central
2019,5R06-50350,Waupun,WI,All,Rural Reporter,128882.0,2.0,28400.0,11445.0,East North Central
2019,5R06-50359,Stevens Point,WI,All,Rural Reporter,2085884.0,9.0,273015.0,232014.0,East North Central
2019,5R06-50360,New Richmond,WI,All,Rural Reporter,223079.0,3.0,70129.0,17959.0,East North Central
2019,5R06-50366,Sturgeon Bay,WI,All,Rural Reporter,968774.0,18.0,405427.0,67324.0,East North Central
2019,5R06-50375,Whitewater,WI,All,Rural Reporter,232000.0,4.0,78816.0,22645.0,East North Central
2019,5R06-50391,Edgerton,WI,All,Rural Reporter,67311.0,1.0,18355.0,5321.0,East North Central
2019,5R06-50396,Jefferson,WI,All,Rural Reporter,185396.0,3.0,65306.0,18268.0,East North Central
2019,5R06-50400,Fort Atkinson,WI,All,Rural Reporter,406836.0,9.0,105546.0,57908.0,East North Central
2019,5R06-50401,Ashland,WI,All,Rural Reporter,1609283.0,19.0,778035.0,136981.0,East North Central
2019,5R06-50405,Wisconsin Rapids,WI,All,Rural Reporter,893793.0,8.0,442173.0,121242.0,East North Central
2019,5R06-50409,Clintonville,WI,All,Rural Reporter,109944.0,3.0,26337.0,13349.0,East North Central
2019,5R06-50418,Tomah,WI,All,Rural Reporter,503815.0,5.0,270074.0,70610.0,East North Central
2019,5R06-50431,Platteville,WI,All,Rural Reporter,645323.0,8.0,212167.0,101080.0,East North Central
2019,5R06-50432,Kenosha,WI,All,Rural Reporter,517694.0,7.0,247688.0,17798.0,East North Central
2019,5R06-50435,Lake Mills,WI,All,Rural Reporter,97153.0,2.0,23717.0,8969.0,East North Central
2019,5R06-50461,Manitowoc,WI,All,Rural Reporter,1867490.0,18.0,425247.0,317573.0,East North Central
2019,5R06-50466,Beaver Dam,WI,All,Rural Reporter,1076279.0,15.0,419100.0,136464.0,East North Central
2019,5R06-50470,Portage,WI,All,Rural Reporter,1272963.0,10.0,450658.0,123146.0,East North Central
2019,5R06-50482,Prairie du Chien,WI,All,Rural Reporter,542971.0,5.0,273651.0,47683.0,East North Central
2019,5R06-50490,Reedsburg,WI,All,Rural Reporter,325564.0,5.0,146050.0,37884.0,East North Central
2019,5R06-50491,Medford,WI,All,Rural Reporter,144267.0,3.0,35874.0,17669.0,East North Central
2019,5R06-50500,Rhinelander,WI,All,Rural Reporter,696883.0,6.0,336260.0,86639.0,East North Central
2019,5R06-50505,Merrill,WI,All,Rural Reporter,529444.0,5.0,52316.0,57565.0,East North Central
2019,5R06-50506,Berlin,WI,All,Rural Reporter,219490.0,5.0,71442.0,20624.0,East North Central
2019,5R06-50507,Hayward,WI,All,Rural Reporter,1777389.0,22.0,783581.0,86431.0,East North Central
2019,5R06-50513,Mauston,WI,All,Rural Reporter,222985.0,3.0,76069.0,25450.0,East North Central
2019,5R06-55318,Elkhorn,WI,All,Rural Reporter,940607.0,11.0,323474.0,36593.0,East North Central
2019,5R06-55319,Rhinelander,WI,All,Rural Reporter,811163.0,10.0,220441.0,40716.0,East North Central
2019,5R06-55327,Neillsville,WI,All,Rural Reporter,301863.0,4.0,145908.0,18232.0,East North Central
2019,6R01-60136,Helena West Helena,AR,All,Rural Reporter,1647478.0,56.0,1459487.0,173262.0,West South Central
2019,6R01-60140,Pine Bluff,AR,All,Rural Reporter,6254299.0,114.0,4385460.0,385608.0,West South Central
2019,6R01-60161,Eureka Springs,AR,All,Rural Reporter,839790.0,15.0,191059.0,119333.0,West South Central
2019,6R01-60189,Harrison,AR,All,Rural Reporter,1570319.0,60.0,685531.0,208745.0,West South Central
2019,6R01-60204,Jonesboro,AR,All,Rural Reporter,191066.0,9.0,211495.0,9136.0,West South Central
2019,6R01-60246,Benton,AR,All,Rural Reporter,10479334.0,218.0,5040189.0,668645.0,West South Central
2019,6R01-60250,Pocahontas,AR,All,Rural Reporter,416161.0,14.0,58936.0,28873.0,West South Central
2019,6R01-60257,Fort Smith,AR,All,Rural Reporter,251633.0,13.0,97921.0,2529.0,West South Central
2019,6R02-60135,New Roads,LA,All,Rural Reporter,585029.0,13.0,354432.0,27921.0,West South Central
2019,6R02-60154,Coushatta,LA,All,Rural Reporter,232688.0,6.0,88121.0,11833.0,West South Central
2019,6R02-60163,Jennings,LA,All,Rural Reporter,392244.0,8.0,205216.0,10111.0,West South Central
2019,6R02-60164,Leesville,LA,All,Rural Reporter,296977.0,7.0,127884.0,8739.0,West South Central
2019,6R02-60168,Franklinton,LA,All,Rural Reporter,474362.0,10.0,108565.0,15403.0,West South Central
2019,6R02-60169,Ville Platte,LA,All,Rural Reporter,313100.0,9.0,166985.0,13753.0,West South Central
2019,6R02-60180,Clinton,LA,All,Rural Reporter,304697.0,7.0,146966.0,10512.0,West South Central
2019,6R02-60194,Minden,LA,All,Rural Reporter,643989.0,10.0,215546.0,23655.0,West South Central
2019,6R02-60195,Breaux Bridge,LA,All,Rural Reporter,169422.0,6.0,97408.0,9761.0,West South Central
2019,6R02-60198,Lake Charles,LA,All,Rural Reporter,502457.0,12.0,188090.0,14227.0,West South Central
2019,6R02-60199,Franklin,LA,All,Rural Reporter,239609.0,8.0,95927.0,6326.0,West South Central
2019,6R02-60200,Denham Springs,LA,All,Rural Reporter,409835.0,17.0,183580.0,33329.0,West South Central
2019,6R02-60207,Napoleonville,LA,All,Rural Reporter,307395.0,11.0,159179.0,17408.0,West South Central
2019,6R02-60209,Columbia,LA,All,Rural Reporter,148079.0,5.0,61745.0,11133.0,West South Central
2019,6R02-60211,Abbeville,LA,All,Rural Reporter,191098.0,6.0,88085.0,8030.0,West South Central
2019,6R02-60217,West Monroe,LA,All,Rural Reporter,448647.0,12.0,132736.0,33001.0,West South Central
2019,6R02-60222,Convent,LA,All,Rural Reporter,1031448.0,15.0,314842.0,47596.0,West South Central
2019,6R02-60229,Ruston,LA,All,Rural Reporter,291271.0,4.0,78232.0,9340.0,West South Central
2019,6R02-60231,Opelousas,LA,All,Rural Reporter,234010.0,8.0,82941.0,6610.0,West South Central
2019,6R02-60232,Houma,LA,All,Rural Reporter,782609.0,25.0,500873.0,58611.0,West South Central
2019,6R02-60234,Homer,LA,All,Rural Reporter,274511.0,6.0,120496.0,6076.0,West South Central
2019,6R02-60235,Lake Charles,LA,All,Rural Reporter,265122.0,7.0,94112.0,7863.0,West South Central
2019,6R02-60247,Marksville,LA,All,Rural Reporter,455538.0,7.0,181968.0,11598.0,West South Central
2019,6R02-60249,Oakdale,LA,All,Rural Reporter,385322.0,11.0,245773.0,13027.0,West South Central
2019,6R02-60251,Arcadia,LA,All,Rural Reporter,442917.0,8.0,264941.0,14247.0,West South Central
2019,6R02-60261,Mansfield,LA,All,Rural Reporter,313053.0,8.0,122106.0,11017.0,West South Central
2019,6R02-60263,Leesville,LA,All,Rural Reporter,384770.0,6.0,168235.0,12902.0,West South Central
2019,6R02-66267,Plaquemine,LA,All,Rural Reporter,539020.0,7.0,189650.0,9903.0,West South Central
2019,6R02-66268,Tallulah,LA,All,Rural Reporter,171783.0,8.0,54795.0,7410.0,West South Central
2019,6R02-66273,Greensburg,LA,All,Rural Reporter,167232.0,6.0,100294.0,9638.0,West South Central
2019,6R02-66282,"Pineville, La.",LA,All,Rural Reporter,116385.0,7.0,61005.0,7031.0,West South Central
2019,6R03-60148,Milan,NM,All,Rural Reporter,251927.0,5.0,71333.0,19452.0,Mountain
2019,6R03-60151,Silver City,NM,All,Rural Reporter,1001968.0,13.0,330479.0,96433.0,Mountain
2019,6R03-60157,Socorro,NM,All,Rural Reporter,221297.0,9.0,86675.0,12257.0,Mountain
2019,6R03-60167,Roswell,NM,All,Rural Reporter,1322440.0,13.0,383126.0,161733.0,Mountain
2019,6R03-60184,Carlsbad,NM,All,Rural Reporter,777718.0,17.0,203515.0,44207.0,Mountain
2019,6R03-60190,Hobbs,NM,All,Rural Reporter,799676.0,11.0,149512.0,57661.0,Mountain
2019,6R03-60215,Los Alamos,NM,All,Rural Reporter,3616767.0,29.0,625405.0,458861.0,Mountain
2019,6R03-60224,Gallup,NM,All,Rural Reporter,459786.0,8.0,205236.0,98799.0,Mountain
2019,6R03-60225,Clovis,NM,All,Rural Reporter,734616.0,17.0,197162.0,68972.0,Mountain
2019,6R03-60236,Las Vegas,NM,All,Rural Reporter,251082.0,7.0,62414.0,17498.0,Mountain
2019,6R03-60237,Red River,NM,All,Rural Reporter,159431.0,4.0,25212.0,41936.0,Mountain
2019,6R03-60244,Clayton,NM,All,Rural Reporter,352458.0,9.0,106017.0,11990.0,Mountain
2019,6R03-60253,Portales,NM,All,Rural Reporter,171100.0,7.0,46064.0,14291.0,Mountain
2019,6R04-60146,Pawnee,OK,All,Rural Reporter,2131791.0,69.0,1285653.0,152151.0,West South Central
2019,6R04-60150,Ada,OK,All,Rural Reporter,251609.0,6.0,59387.0,16508.0,West South Central
2019,6R04-60160,Stillwater,OK,All,Rural Reporter,3304091.0,37.0,657051.0,497591.0,West South Central
2019,6R04-60165,Frederick,OK,All,Rural Reporter,2928217.0,127.0,1581911.0,252755.0,West South Central
2019,6R04-60172,Stigler,OK,All,Rural Reporter,8595885.0,239.0,4485131.0,789370.0,West South Central
2019,6R04-60181,Guymon,OK,All,Rural Reporter,251798.0,8.0,50148.0,20731.0,West South Central
2019,6R04-60183,Lindsay,OK,All,Rural Reporter,323717.0,11.0,103294.0,30318.0,West South Central
2019,6R04-60191,Hugo,OK,All,Rural Reporter,1589941.0,52.0,582275.0,115176.0,West South Central
2019,6R04-60193,Beaver,OK,All,Rural Reporter,37011.0,2.0,7425.0,10460.0,West South Central
2019,6R04-60203,Muskogee,OK,All,Rural Reporter,1172510.0,33.0,579636.0,107773.0,West South Central
2019,6R04-60205,Atoka,OK,All,Rural Reporter,1552247.0,51.0,711979.0,166085.0,West South Central
2019,6R04-60214,Guthrie,OK,All,Rural Reporter,2010923.0,72.0,1378430.0,193791.0,West South Central
2019,6R04-60220,Chickasha,OK,All,Rural Reporter,255992.0,9.0,64526.0,14041.0,West South Central
2019,6R04-60226,ENID,OK,All,Rural Reporter,1284831.0,56.0,670450.0,65991.0,West South Central
2019,6R04-60227,Enid,OK,All,Rural Reporter,626274.0,16.0,212117.0,48739.0,West South Central
2019,6R04-60233,Altus,OK,All,Rural Reporter,997463.0,25.0,347575.0,107163.0,West South Central
2019,6R04-60258,Durant,OK,All,Rural Reporter,1370596.0,39.0,374932.0,115715.0,West South Central
2019,6R04-60259,Shawnee,OK,All,Rural Reporter,559527.0,11.0,180552.0,26296.0,West South Central
2019,6R04-60266,Big Cabin,OK,All,Rural Reporter,2578161.0,70.0,825678.0,265095.0,West South Central
2019,6R04-66274,Fairview,OK,All,Rural Reporter,1158174.0,28.0,583375.0,34527.0,West South Central
2019,6R05-60142,Waco,TX,All,Rural Reporter,1437251.0,23.0,410768.0,30172.0,West South Central
2019,6R05-60143,Crowell,TX,All,Rural Reporter,1949123.0,70.0,941462.0,211792.0,West South Central
2019,6R05-60145,Texarkana,TX,All,Rural Reporter,3586668.0,73.0,1138998.0,201435.0,West South Central
2019,6R05-60147,Kingsville,TX,All,Rural Reporter,706093.0,21.0,178374.0,54212.0,West South Central
2019,6R05-60152,Del Rio,TX,All,Rural Reporter,1312288.0,28.0,268963.0,47925.0,West South Central
2019,6R05-60155,Beaumont,TX,All,Rural Reporter,1516047.0,26.0,533331.0,53364.0,West South Central
2019,6R05-60159,Levelland,TX,All,Rural Reporter,3048630.0,51.0,1213725.0,166664.0,West South Central
2019,6R05-60173,South Padre Island,TX,All,Rural Reporter,1548053.0,10.0,366338.0,447372.0,West South Central
2019,6R05-60175,Alice,TX,All,Rural Reporter,2733599.0,80.0,1124653.0,287897.0,West South Central
2019,6R05-60176,Greenville,TX,All,Rural Reporter,1266029.0,26.0,523759.0,70737.0,West South Central
2019,6R05-60179,El Paso,TX,All,Rural Reporter,4073384.0,112.0,4160849.0,443895.0,West South Central
2019,6R05-60185,Laredo,TX,All,Rural Reporter,858351.0,18.0,223425.0,68557.0,West South Central
2019,6R05-60186,Kilgore,TX,All,Rural Reporter,3485020.0,53.0,1206704.0,116595.0,West South Central
2019,6R05-60192,Amarillo,TX,All,Rural Reporter,3717625.0,92.0,1181670.0,500257.0,West South Central
