Year,SubRecipientCode,City,State,Mode,Basic Information - Subrecipient Reporter Type,Total Operating Expense,Total Active Revenue Vehicles,Annual Vehicle Revenue Miles,Total Unlinked Passenger Trips,Region
2018,0R01-00311,Ketchum,ID,All,Rural Reporter,2722290.0,35.0,851065.0,536583.0,Mountain
2018,0R01-00341,Ponderay,ID,All,Rural Reporter,516231.0,8.0,167051.0,69822.0,Mountain
2018,0R01-00347,Lewiston,ID,All,Rural Reporter,590539.0,10.0,84099.0,161322.0,Mountain
2018,0R01-00357,Twin Falls,ID,All,Rural Reporter,545266.0,12.0,87298.0,19938.0,Mountain
2018,0R01-00403,Salmon,ID,All,Rural Reporter,156627.0,4.0,32097.0,16747.0,Mountain
2018,0R01-00404,Wallace,ID,All,Rural Reporter,160723.0,3.0,72632.0,19345.0,Mountain
2018,0R01-80188,Jackson,WY,All,Rural Reporter,272195.0,3.0,59367.0,33696.0,Mountain
2018,0R02-00290,Cottage Grove,OR,All,Rural Reporter,384165.0,9.0,95684.0,17310.0,Pacific
2018,0R02-00296,Tillamook,OR,All,Rural Reporter,2652488.0,27.0,1000590.0,146236.0,Pacific
2018,0R02-00300,Silverton,OR,All,Rural Reporter,134787.0,3.0,16915.0,7604.0,Pacific
2018,0R02-00301,Molalla,OR,All,Rural Reporter,704934.0,6.0,263135.0,90996.0,Pacific
2018,0R02-00307,Coos Bay,OR,All,Rural Reporter,745900.0,16.0,229075.0,48220.0,Pacific
2018,0R02-00308,Gold Beach,OR,All,Rural Reporter,509965.0,13.0,241166.0,31843.0,Pacific
2018,0R02-00310,Newport,OR,All,Rural Reporter,1874646.0,16.0,504181.0,321833.0,Pacific
2018,0R02-00313,John Day,OR,All,Rural Reporter,394348.0,8.0,224936.0,37507.0,Pacific
2018,0R02-00319,Hood River,OR,All,Rural Reporter,906545.0,17.0,182918.0,35564.0,Pacific
2018,0R02-00321,McMinnville,OR,All,Rural Reporter,2033018.0,22.0,713512.0,281048.0,Pacific
2018,0R02-00323,Ontario,OR,All,Rural Reporter,725754.0,18.0,260239.0,49123.0,Pacific
2018,0R02-00331,Astoria,OR,All,Rural Reporter,1958700.0,18.0,557544.0,230768.0,Pacific
2018,0R02-00339,Klamath Falls,OR,All,Rural Reporter,2249691.0,12.0,339403.0,297851.0,Pacific
2018,0R02-00343,LaGrande,OR,All,Rural Reporter,1576275.0,38.0,553315.0,80820.0,Pacific
2018,0R02-00348,Sweet Home,OR,All,Rural Reporter,720257.0,14.0,311384.0,102274.0,Pacific
2018,0R02-00359,Pendleton,OR,All,Rural Reporter,369704.0,6.0,106542.0,48462.0,Pacific
2018,0R02-00360,Woodburn,OR,All,Rural Reporter,602833.0,11.0,120513.0,35672.0,Pacific
2018,0R02-00363,Oregon City,OR,All,Rural Reporter,1433764.0,10.0,470684.0,117558.0,Pacific
2018,0R02-00374,Burns,OR,All,Rural Reporter,516689.0,8.0,154823.0,55926.0,Pacific
2018,0R02-00375,St. Helens,OR,All,Rural Reporter,1825556.0,25.0,738420.0,102364.0,Pacific
2018,0R02-00377,Lebanon,OR,All,Rural Reporter,312893.0,5.0,44085.0,20272.0,Pacific
2018,0R02-00389,Sandy,OR,All,Rural Reporter,1342311.0,10.0,347042.0,129776.0,Pacific
2018,0R02-00396,The Dalles,OR,All,Rural Reporter,559302.0,8.0,100718.0,26145.0,Pacific
2018,0R03-00033,Mukilteo,WA,All,Rural Reporter,809550.0,10.0,290123.0,21292.0,Pacific
2018,0R03-00282,Pomeroy,WA,All,Rural Reporter,211644.0,3.0,54632.0,9555.0,Pacific
2018,0R03-00286,Colville,WA,All,Rural Reporter,1232434.0,9.0,518826.0,23417.0,Pacific
2018,0R03-00287,Moses Lake,WA,All,Rural Reporter,1252475.0,29.0,467602.0,28066.0,Pacific
2018,0R03-00294,Pullman,WA,All,Rural Reporter,4789151.0,29.0,458267.0,1385831.0,Pacific
2018,0R03-00297,Yakima,WA,All,Rural Reporter,1572791.0,22.0,397410.0,56346.0,Pacific
2018,0R03-00298,Coupeville,WA,All,Rural Reporter,11450814.0,172.0,2589543.0,798022.0,Pacific
2018,0R03-00299,Goldendale,WA,All,Rural Reporter,924629.0,16.0,419631.0,17023.0,Pacific
2018,0R03-00303,Port Angeles,WA,All,Rural Reporter,9541632.0,86.0,2029064.0,845438.0,Pacific
2018,0R03-00309,Moses Lake,WA,All,Rural Reporter,6304632.0,61.0,1727660.0,318069.0,Pacific
2018,0R03-00312,Ellensburg,WA,All,Rural Reporter,1330036.0,22.0,273125.0,104438.0,Pacific
2018,0R03-00314,Hoquiam,WA,All,Rural Reporter,9151504.0,77.0,1739778.0,925802.0,Pacific
2018,0R03-00315,Shelton,WA,All,Rural Reporter,7202446.0,61.0,1177391.0,459666.0,Pacific
2018,0R03-00316,Port Townsend,WA,All,Rural Reporter,4594209.0,37.0,698312.0,271044.0,Pacific
2018,0R03-00317,North Bend,WA,All,Rural Reporter,1245059.0,17.0,197317.0,22518.0,Pacific
2018,0R03-00332,Omak,WA,All,Rural Reporter,1078332.0,11.0,320468.0,46548.0,Pacific
2018,0R03-00336,Stevenson,WA,All,Rural Reporter,422938.0,11.0,251991.0,21678.0,Pacific
2018,0R03-00364,Centralia,WA,All,Rural Reporter,2784165.0,13.0,325621.0,226948.0,Pacific
2018,0R03-00366,Morton,WA,All,Rural Reporter,394054.0,8.0,121547.0,7583.0,Pacific
2018,0R03-00368,Longview,WA,All,Rural Reporter,403027.0,5.0,158140.0,22952.0,Pacific
2018,0R03-00371,Cathlamet,WA,All,Rural Reporter,504996.0,8.0,191984.0,12697.0,Pacific
2018,0R03-00383,Dayton,WA,All,Rural Reporter,1321497.0,21.0,295791.0,54684.0,Pacific
2018,0R03-00386,Portland,OR,All,Rural Reporter,584992.0,7.0,161350.0,13340.0,Pacific
2018,0R03-00398,Aberdeen,WA,All,Rural Reporter,258947.0,4.0,99334.0,4997.0,Pacific
2018,0R03-00405,Omak,WA,All,Rural Reporter,1507585.0,18.0,442646.0,57556.0,Pacific
2018,0R04-00327,Wasilla,AK,All,Rural Reporter,1459041.0,17.0,467582.0,62037.0,Pacific
2018,0R04-00340,Kodiak,AK,All,Rural Reporter,389493.0,2.0,38860.0,21083.0,Pacific
2018,0R04-00345,Girdwood,AK,All,Rural Reporter,363166.0,4.0,110461.0,88987.0,Pacific
2018,0R04-00354,Juneau,AK,All,Rural Reporter,135933.0,4.0,31972.0,8772.0,Pacific
2018,0R04-00358,Ketchikan,AK,All,Rural Reporter,2151980.0,14.0,363431.0,404717.0,Pacific
2018,0R04-00378,Soldotna,AK,All,Rural Reporter,894610.0,31.0,231346.0,35389.0,Pacific
2018,0R04-00382,Klawock,AK,All,Rural Reporter,4000040.0,2.0,27588.0,42237.0,Pacific
2018,0R04-00387,Bethel,AK,All,Rural Reporter,376693.0,4.0,49719.0,25058.0,Pacific
2018,0R04-00391,Juneau,AK,All,Rural Reporter,6514633.0,35.0,871092.0,1068131.0,Pacific
2018,0R04-00399,Talkeetna,AK,All,Rural Reporter,570535.0,15.0,222091.0,16188.0,Pacific
2018,1R01-10131,Torrington,CT,All,Rural Reporter,1106788.0,21.0,350775.0,69278.0,New England
2018,1R01-10156,Dayville,CT,All,Rural Reporter,629121.0,10.0,198121.0,43414.0,New England
2018,1R02-10145,Edgartown,MA,All,Rural Reporter,5276228.0,49.0,1173303.0,1360497.0,New England
2018,1R02-10162,Nantucket,MA,All,Rural Reporter,2040810.0,23.0,219763.0,283330.0,New England
2018,1R02-10173,Greenfield,MA,All,Rural Reporter,2960251.0,38.0,588549.0,149242.0,New England
2018,1R03-10142,Presque Isle,ME,All,Rural Reporter,1572028.0,22.0,335801.0,100703.0,New England
2018,1R03-10152,Bath,ME,All,Rural Reporter,153160.0,3.0,38412.0,13263.0,New England
2018,1R03-10153,Islesford,ME,All,Rural Reporter,80865.0,3.0,3208.0,3646.0,New England
2018,1R03-10155,Waterville,ME,All,Rural Reporter,3352425.0,42.0,1260418.0,296243.0,New England
2018,1R03-10167,Stonington,ME,All,Rural Reporter,698675.0,2.0,13000.0,23704.0,New England
2018,1R03-10169,Belfast,ME,All,Rural Reporter,2060316.0,23.0,1373845.0,152564.0,New England
2018,1R03-10175,Ellsworth,ME,All,Rural Reporter,2696012.0,47.0,675901.0,638232.0,New England
2018,1R03-10177,Milbridge,ME,All,Rural Reporter,205422.0,11.0,135200.0,12197.0,New England
2018,1R03-11161,Ellsworth,ME,All,Rural Reporter,2507589.0,32.0,1127504.0,116316.0,New England
2018,1R04-10137,Wilder,VT,All,Rural Reporter,3144574.0,27.0,493320.0,741824.0,New England
2018,1R04-10159,Keene,NH,All,Rural Reporter,501121.0,9.0,126162.0,44636.0,New England
2018,1R04-10161,Concord,NH,All,Rural Reporter,886685.0,12.0,184128.0,79937.0,New England
2018,1R04-10170,Berlin,NH,All,Rural Reporter,255453.0,6.0,93308.0,7069.0,New England
2018,1R04-10172,Berlin,NH,All,Rural Reporter,500353.0,12.0,224203.0,47343.0,New England
2018,1R04-11156,Claremont,NH,All,Rural Reporter,389680.0,6.0,80407.0,23250.0,New England
2018,1R06-10143,Middlebury,VT,All,Rural Reporter,5281547.0,57.0,3609269.0,283252.0,New England
2018,1R06-10144,Wilmington,VT,All,Rural Reporter,5448517.0,52.0,3576636.0,527380.0,New England
2018,1R06-10148,Lyndonville,VT,All,Rural Reporter,4635721.0,32.0,3968271.0,374292.0,New England
2018,1R06-10151,Bennington,VT,All,Rural Reporter,2906685.0,29.0,1492083.0,240887.0,New England
2018,1R06-10154,Rutland,VT,All,Rural Reporter,6219821.0,57.0,975242.0,745971.0,New England
2018,1R06-10174,South Burlington,VT,All,Rural Reporter,183251.0,2.0,116230.0,9369.0,New England
2018,2R01-20928,Belvidere,NJ,All,Rural Reporter,1900732.0,26.0,555714.0,201798.0,Middle Atlantic
2018,2R01-20933,Freehold,NJ,All,Rural Reporter,2091647.0,44.0,361955.0,75828.0,Middle Atlantic
2018,2R01-20944,Salem,NJ,All,Rural Reporter,674572.0,18.0,293298.0,18785.0,Middle Atlantic
2018,2R01-20950,Hamburg,NJ,All,Rural Reporter,2127137.0,24.0,616923.0,100092.0,Middle Atlantic
2018,2R02-20925,Lowville,NY,All,Rural Reporter,1431815.0,14.0,338433.0,60177.0,Middle Atlantic
2018,2R02-20926,Cobleskill,NY,All,Rural Reporter,1102905.0,16.0,350531.0,86731.0,Middle Atlantic
2018,2R02-20931,Catskill,NY,All,Rural Reporter,607429.0,8.0,142406.0,11653.0,Middle Atlantic
2018,2R02-20932,Elizabethtown,NY,All,Rural Reporter,741239.0,15.0,280153.0,94432.0,Middle Atlantic
2018,2R02-20934,Albion,NY,All,Rural Reporter,843725.0,7.0,187233.0,40996.0,Middle Atlantic
2018,2R02-20935,Norwich,NY,All,Rural Reporter,2737244.0,20.0,545547.0,66121.0,Middle Atlantic
2018,2R02-20937,Monticello,NY,All,Rural Reporter,34372.0,4.0,7280.0,1828.0,Middle Atlantic
2018,2R02-20938,Rochester,NY,All,Rural Reporter,1007345.0,8.0,219636.0,65009.0,Middle Atlantic
2018,2R02-20939,Plattsburgh,NY,All,Rural Reporter,1287277.0,17.0,469784.0,101158.0,Middle Atlantic
2018,2R02-20940,Norwich,NY,All,Rural Reporter,721292.0,4.0,162558.0,23422.0,Middle Atlantic
2018,2R02-20941,Corning,NY,All,Rural Reporter,885828.0,8.0,153599.0,148543.0,Middle Atlantic
2018,2R02-20942,Oswego,NY,All,Rural Reporter,3256773.0,32.0,795532.0,159134.0,Middle Atlantic
2018,2R02-20945,Watkins Glen,NY,All,Rural Reporter,601229.0,6.0,206505.0,27297.0,Middle Atlantic
2018,2R02-20946,Elmira,NY,All,Rural Reporter,1466329.0,4.0,289157.0,78118.0,Middle Atlantic
2018,2R02-20947,Batavia,NY,All,Rural Reporter,1223008.0,10.0,197334.0,65296.0,Middle Atlantic
2018,2R02-20951,Belmont,NY,All,Rural Reporter,896459.0,12.0,421535.0,49301.0,Middle Atlantic
2018,2R02-20952,Fonda,NY,All,Rural Reporter,750574.0,7.0,172772.0,32866.0,Middle Atlantic
2018,2R02-20953,Hornell,NY,All,Rural Reporter,957874.0,14.0,316264.0,84388.0,Middle Atlantic
2018,2R02-20954,Goshen,NY,All,Rural Reporter,221742.0,3.0,35519.0,6158.0,Middle Atlantic
2018,2R02-20957,Lockport,NY,All,Rural Reporter,529266.0,4.0,186682.0,13104.0,Middle Atlantic
2018,2R02-20958,Cortland,NY,All,Rural Reporter,1782200.0,15.0,319157.0,117177.0,Middle Atlantic
2018,2R02-20959,Mayville,NY,All,Rural Reporter,3138196.0,30.0,918626.0,245516.0,Middle Atlantic
2018,2R02-20960,Oneonta,NY,All,Rural Reporter,1808073.0,15.0,420109.0,673332.0,Middle Atlantic
2018,2R02-20962,Mt. Morris,NY,All,Rural Reporter,1800804.0,19.0,393382.0,156304.0,Middle Atlantic
2018,2R02-20964,Johnstown,NY,All,Rural Reporter,200763.0,1.0,42655.0,5514.0,Middle Atlantic
2018,2R02-20967,Hudsonville,NY,All,Rural Reporter,3280567.0,40.0,1005259.0,261939.0,Middle Atlantic
2018,2R02-20968,Troy,NY,All,Rural Reporter,141050.0,1.0,51153.0,4564.0,Middle Atlantic
2018,2R02-20973,Montgomery,NY,All,Rural Reporter,387475.0,3.0,75010.0,17001.0,Middle Atlantic
2018,2R02-20975,Hudsonville,NY,All,Rural Reporter,715767.0,4.0,183016.0,77981.0,Middle Atlantic
2018,2R02-20980,Warsaw,NY,All,Rural Reporter,1369154.0,18.0,311715.0,44966.0,Middle Atlantic
2018,2R02-20981,Gloversville,NY,All,Rural Reporter,828117.0,7.0,141442.0,62254.0,Middle Atlantic
2018,2R02-20983,Lyons,NY,All,Rural Reporter,2661890.0,39.0,864553.0,232288.0,Middle Atlantic
2018,2R02-20988,Port Jervis,NY,All,Rural Reporter,170211.0,3.0,28099.0,9397.0,Middle Atlantic
2018,2R02-20991,Canton,NY,All,Rural Reporter,1018528.0,6.0,583192.0,50922.0,Middle Atlantic
2018,2R02-20992,Malone,NY,All,Rural Reporter,1333208.0,17.0,664949.0,119385.0,Middle Atlantic
2018,2R02-20998,Cooperstown,NY,All,Rural Reporter,1041858.0,20.0,320729.0,61903.0,Middle Atlantic
2018,2R02-20999,Hudson,NY,All,Rural Reporter,498108.0,4.0,135454.0,34461.0,Middle Atlantic
2018,2R02-21000,Penn Yan,NY,All,Rural Reporter,655235.0,10.0,168321.0,40275.0,Middle Atlantic
2018,3R03-30117,Oakland,MD,All,Rural Reporter,1648496.0,29.0,651875.0,103076.0,South Atlantic
2018,3R03-30130,Towson,MD,All,Rural Reporter,1025221.0,18.0,336553.0,41991.0,South Atlantic
2018,3R03-30155,Ocean City,MD,All,Rural Reporter,5818887.0,75.0,839721.0,2432758.0,South Atlantic
2018,3R03-30161,Cambridge,MD,All,Rural Reporter,1282429.0,32.0,533199.0,108336.0,South Atlantic
2018,3R03-30186,Denton,MD,All,Rural Reporter,1765371.0,25.0,694266.0,97171.0,South Atlantic
2018,3R04-30116,Mount Carmel,PA,All,Rural Reporter,285315.0,5.0,64650.0,32660.0,Middle Atlantic
2018,3R04-30124,Warren,PA,All,Rural Reporter,1484942.0,16.0,357756.0,133720.0,Middle Atlantic
2018,3R04-30127,St. Clair,PA,All,Rural Reporter,4271099.0,42.0,665063.0,320140.0,Middle Atlantic
2018,3R04-30151,New Castle,PA,All,Rural Reporter,5938458.0,60.0,1104873.0,579120.0,Middle Atlantic
2018,3R04-30170,Athens,PA,All,Rural Reporter,4905260.0,65.0,1887259.0,256662.0,Middle Atlantic
2018,3R04-30177,Indiana,PA,All,Rural Reporter,3397779.0,28.0,705012.0,435561.0,Middle Atlantic
2018,3R04-30185,Meadville,PA,All,Rural Reporter,3815165.0,60.0,894043.0,477577.0,Middle Atlantic
2018,3R04-30194,kittanning,PA,All,Rural Reporter,1435115.0,19.0,404709.0,92696.0,Middle Atlantic
2018,3R04-30196,Johnsonburg,PA,All,Rural Reporter,8610567.0,105.0,1566981.0,587301.0,Middle Atlantic
2018,3R05-30121,Bluefield,WV,All,Rural Reporter,1537424.0,33.0,770801.0,232097.0,South Atlantic
2018,3R05-30122,Elkins,WV,All,Rural Reporter,576130.0,17.0,144420.0,29867.0,South Atlantic
2018,3R05-30135,Petersburg,WV,All,Rural Reporter,1778141.0,31.0,637443.0,97171.0,South Atlantic
2018,3R05-30138,Philippi,WV,All,Rural Reporter,467896.0,16.0,254831.0,30340.0,South Atlantic
2018,3R05-30140,Summersville,WV,All,Rural Reporter,649578.0,16.0,220016.0,37182.0,South Atlantic
2018,3R05-30149,Fairmont,WV,All,Rural Reporter,2209245.0,32.0,550911.0,208302.0,South Atlantic
2018,3R05-30162,Grantsville,WV,All,Rural Reporter,682412.0,14.0,175613.0,45203.0,South Atlantic
2018,3R05-30183,Hamlin,WV,All,Rural Reporter,1535302.0,31.0,841748.0,116665.0,South Atlantic
2018,3R05-30190,Kingwood,WV,All,Rural Reporter,653219.0,25.0,202153.0,33714.0,South Atlantic
2018,3R06-30069,Danville,VA,All,Rural Reporter,2321802.0,28.0,559197.0,342492.0,South Atlantic
2018,3R06-30114,Parksley,VA,All,Rural Reporter,718748.0,11.0,409524.0,86770.0,South Atlantic
2018,3R06-30115,Pulaski,VA,All,Rural Reporter,730790.0,11.0,274467.0,147447.0,South Atlantic
2018,3R06-30118,Purcellville,VA,All,Rural Reporter,2932036.0,29.0,933848.0,233284.0,South Atlantic
2018,3R06-30132,Big Stone Gap,VA,All,Rural Reporter,1715741.0,48.0,897659.0,100058.0,South Atlantic
2018,3R06-30142,South Hill,VA,All,Rural Reporter,135246.0,6.0,60428.0,12739.0,South Atlantic
2018,3R06-30157,Altavista,VA,All,Rural Reporter,98698.0,2.0,47993.0,19584.0,South Atlantic
2018,3R06-30164,Bluefield,VA,All,Rural Reporter,311045.0,4.0,129996.0,42374.0,South Atlantic
2018,3R06-30165,Farmville,VA,All,Rural Reporter,683410.0,16.0,219837.0,157818.0,South Atlantic
2018,3R06-30172,Urbanna,VA,All,Rural Reporter,3146427.0,54.0,1408398.0,139037.0,South Atlantic
2018,3R06-30174,Cedar Bluff,VA,All,Rural Reporter,1626746.0,46.0,751233.0,150004.0,South Atlantic
2018,3R06-30178,Roanoke,VA,All,Rural Reporter,1084770.0,32.0,395963.0,72842.0,South Atlantic
2018,3R06-30184,Blackstone,VA,All,Rural Reporter,383609.0,13.0,386613.0,36168.0,South Atlantic
2018,3R06-31025,Emporia,VA,All,Rural Reporter,146888.0,3.0,37909.0,3946.0,South Atlantic
2018,4R01-40907,Oneonta,AL,All,Rural Reporter,354102.0,10.0,128924.0,30297.0,East South Central
2018,4R01-40926,Brewton,AL,All,Rural Reporter,279628.0,11.0,62552.0,42118.0,East South Central
2018,4R01-40960,Gadsden,AL,All,Rural Reporter,471408.0,10.0,126271.0,15312.0,East South Central
2018,4R01-40963,Huntsville,AL,All,Rural Reporter,313220.0,10.0,188956.0,20236.0,East South Central
2018,4R01-40965,Cullman,AL,All,Rural Reporter,1577506.0,35.0,449297.0,89525.0,East South Central
2018,4R01-40982,Carrollton,AL,All,Rural Reporter,243242.0,5.0,52966.0,18909.0,East South Central
2018,4R01-40986,Fort Payne,AL,All,Rural Reporter,253816.0,10.0,144763.0,28136.0,East South Central
2018,4R01-41000,Chatom,AL,All,Rural Reporter,222802.0,8.0,111597.0,11992.0,East South Central
2018,4R01-41009,Guntersville,AL,All,Rural Reporter,205104.0,5.0,81290.0,24455.0,East South Central
2018,4R01-41076,Ashville,AL,All,Rural Reporter,702062.0,14.0,238773.0,55614.0,East South Central
2018,4R01-41084,Camden,AL,All,Rural Reporter,812900.0,26.0,250441.0,71128.0,East South Central
2018,4R01-41089,Eufaula,AL,All,Rural Reporter,232990.0,5.0,12706.0,6264.0,East South Central
2018,4R01-41107,Clanton,AL,All,Rural Reporter,409224.0,10.0,121092.0,17142.0,East South Central
2018,4R01-41118,Birmingham,AL,All,Rural Reporter,94872.0,6.0,27244.0,5923.0,East South Central
2018,4R01-41125,Andalusia,AL,All,Rural Reporter,162348.0,5.0,59535.0,11454.0,East South Central
2018,4R01-41129,Troy,AL,All,Rural Reporter,567622.0,10.0,209529.0,25606.0,East South Central
2018,4R01-41173,Jasper,AL,All,Rural Reporter,158158.0,3.0,74923.0,3855.0,East South Central
2018,4R01-41180,Scottsboro,AL,All,Rural Reporter,440196.0,7.0,135074.0,34717.0,East South Central
2018,4R01-41188,Alexander City,AL,All,Rural Reporter,194376.0,6.0,46663.0,12128.0,East South Central
2018,4R01-44926,Demopolis,AL,All,Rural Reporter,2198176.0,47.0,1052092.0,626649.0,East South Central
2018,4R02-40920,Palatka,FL,All,Rural Reporter,2559135.0,42.0,808904.0,133615.0,South Atlantic
2018,4R02-40923,Bristol,FL,All,Rural Reporter,498591.0,21.0,316182.0,57048.0,South Atlantic
2018,4R02-40968,Port St. Joe,FL,All,Rural Reporter,832394.0,18.0,425309.0,49458.0,South Atlantic
2018,4R02-40999,Bushnell,FL,All,Rural Reporter,1528765.0,56.0,357633.0,86434.0,South Atlantic
2018,4R02-41037,Live Oak,FL,All,Rural Reporter,1750736.0,30.0,584307.0,95204.0,South Atlantic
2018,4R02-41050,Live Oak,FL,All,Rural Reporter,1705250.0,31.0,408863.0,59539.0,South Atlantic
2018,4R02-41060,Key West,FL,All,Rural Reporter,3649612.0,22.0,675232.0,619261.0,South Atlantic
2018,4R02-41080,Ocala,FL,All,Rural Reporter,2870740.0,41.0,952694.0,181276.0,South Atlantic
2018,4R02-41091,Blountstown,FL,All,Rural Reporter,556629.0,41.0,190535.0,23314.0,South Atlantic
2018,4R02-41095,Clermont,FL,All,Rural Reporter,212724.0,48.0,605629.0,60313.0,South Atlantic
2018,4R02-41114,Fernandina Beach,FL,All,Rural Reporter,1081366.0,23.0,474632.0,94768.0,South Atlantic
2018,4R02-41148,Crawfordville,FL,All,Rural Reporter,620003.0,9.0,169952.0,15439.0,South Atlantic
2018,4R02-41153,Tallahassee,FL,All,Rural Reporter,4470737.0,90.0,1690924.0,309247.0,South Atlantic
2018,4R02-41170,Macclenny,FL,All,Rural Reporter,1035856.0,39.0,369126.0,26796.0,South Atlantic
2018,4R02-41184,Bronson,FL,All,Rural Reporter,1021281.0,16.0,894173.0,57712.0,South Atlantic
2018,4R02-41186,Bonifay,FL,All,Rural Reporter,3222707.0,71.0,1238065.0,238612.0,South Atlantic
2018,4R02-41198,Marianna,FL,All,Rural Reporter,1679581.0,28.0,529210.0,85688.0,South Atlantic
2018,4R02-44938,Bartow,FL,All,Rural Reporter,2289623.0,31.0,728895.0,117864.0,South Atlantic
2018,4R03-40903,Oglethrope,GA,All,Rural Reporter,177113.0,2.0,119531.0,9828.0,South Atlantic
2018,4R03-40904,Tiger,GA,All,Rural Reporter,193036.0,4.0,78853.0,12938.0,South Atlantic
2018,4R03-40908,Franklin,GA,All,Rural Reporter,132426.0,2.0,46848.0,4547.0,South Atlantic
2018,4R03-40910,Fort Valley,GA,All,Rural Reporter,178775.0,3.0,68223.0,8030.0,South Atlantic
2018,4R03-40912,Cordele,GA,All,Rural Reporter,474156.0,6.0,215343.0,31473.0,South Atlantic
2018,4R03-40924,Warrenton,GA,All,Rural Reporter,110037.0,2.0,46908.0,8894.0,South Atlantic
2018,4R03-40925,Hawkinsville,GA,All,Rural Reporter,64712.0,1.0,16252.0,4940.0,South Atlantic
2018,4R03-40931,Milledgeville,GA,All,Rural Reporter,123066.0,2.0,57878.0,8317.0,South Atlantic
2018,4R03-40936,Irwinton,GA,All,Rural Reporter,177187.0,3.0,70353.0,6977.0,South Atlantic
2018,4R03-40945,Eatonton,GA,All,Rural Reporter,230687.0,3.0,96986.0,14090.0,South Atlantic
2018,4R03-40946,Gray,GA,All,Rural Reporter,152333.0,3.0,56767.0,4913.0,South Atlantic
2018,4R03-40951,Waynesboro,GA,All,Rural Reporter,287020.0,8.0,168523.0,30685.0,South Atlantic
2018,4R03-40956,Eastman,GA,All,Rural Reporter,185586.0,3.0,77087.0,8491.0,South Atlantic
2018,4R03-40961,Lincolnton,GA,All,Rural Reporter,83268.0,3.0,57688.0,12648.0,South Atlantic
2018,4R03-40977,Louisville,GA,All,Rural Reporter,357097.0,5.0,180438.0,33504.0,South Atlantic
2018,4R03-40985,Homer,GA,All,Rural Reporter,109312.0,2.0,61450.0,4126.0,South Atlantic
2018,4R03-41007,Trenton,GA,All,Rural Reporter,290183.0,4.0,105006.0,25007.0,South Atlantic
2018,4R03-41008,Millen,GA,All,Rural Reporter,51530.0,1.0,24681.0,2699.0,South Atlantic
2018,4R03-41012,Summerville,GA,All,Rural Reporter,144022.0,3.0,72323.0,12002.0,South Atlantic
2018,4R03-41017,Vienna,GA,All,Rural Reporter,507944.0,6.0,353057.0,34775.0,South Atlantic
2018,4R03-41019,LaGrange,GA,All,Rural Reporter,224293.0,8.0,154380.0,54388.0,South Atlantic
2018,4R03-41021,Elberton,GA,All,Rural Reporter,251625.0,4.0,147338.0,12149.0,South Atlantic
2018,4R03-41033,Hiawassee,GA,All,Rural Reporter,90321.0,2.0,47155.0,3779.0,South Atlantic
2018,4R03-41035,Cedartown,GA,All,Rural Reporter,57762.0,1.0,18879.0,7917.0,South Atlantic
2018,4R03-41041,Greensboro,GA,All,Rural Reporter,303702.0,5.0,233826.0,35690.0,South Atlantic
2018,4R03-41046,Crawfordville,GA,All,Rural Reporter,52528.0,2.0,31014.0,4856.0,South Atlantic
2018,4R03-41055,Thomson,GA,All,Rural Reporter,261691.0,4.0,121625.0,46313.0,South Atlantic
2018,4R03-41057,Dawsonville,GA,All,Rural Reporter,256441.0,4.0,90685.0,20067.0,South Atlantic
2018,4R03-41062,Sparta,GA,All,Rural Reporter,137473.0,3.0,116326.0,24755.0,South Atlantic
2018,4R03-41065,Jeffersonville,GA,All,Rural Reporter,115680.0,1.0,59597.0,7734.0,South Atlantic
2018,4R03-41074,Gibson,GA,All,Rural Reporter,82256.0,2.0,37680.0,5859.0,South Atlantic
2018,4R03-41077,Butler,GA,All,Rural Reporter,219842.0,3.0,143047.0,14975.0,South Atlantic
2018,4R03-41078,Madison,GA,All,Rural Reporter,322390.0,5.0,135518.0,32482.0,South Atlantic
2018,4R03-41085,Buchanan,GA,All,Rural Reporter,189369.0,5.0,94481.0,6147.0,South Atlantic
2018,4R03-41086,Ringgold,GA,All,Rural Reporter,564941.0,9.0,155127.0,24952.0,South Atlantic
2018,4R03-41099,McRae,GA,All,Rural Reporter,132593.0,2.0,37787.0,13698.0,South Atlantic
2018,4R03-41103,Alamo,GA,All,Rural Reporter,122029.0,2.0,36369.0,3533.0,South Atlantic
2018,4R03-41104,Talbotton,GA,All,Rural Reporter,385449.0,5.0,194912.0,20038.0,South Atlantic
2018,4R03-41108,Americus,GA,All,Rural Reporter,1058373.0,13.0,831025.0,56514.0,South Atlantic
2018,4R03-41112,Darien,GA,All,Rural Reporter,4062651.0,62.0,1766266.0,217266.0,South Atlantic
2018,4R03-41138,Dalton,GA,All,Rural Reporter,655749.0,10.0,236812.0,54936.0,South Atlantic
2018,4R03-41139,Evans,GA,All,Rural Reporter,582861.0,10.0,272627.0,77140.0,South Atlantic
2018,4R03-41140,Ft Gaines,GA,All,Rural Reporter,310566.0,4.0,208940.0,19448.0,South Atlantic
2018,4R03-41142,Jesup,GA,All,Rural Reporter,460330.0,11.0,352477.0,75133.0,South Atlantic
2018,4R03-41144,Hartwell,GA,All,Rural Reporter,120172.0,2.0,59596.0,13378.0,South Atlantic
2018,4R03-41145,Blairsville,GA,All,Rural Reporter,78222.0,2.0,42816.0,6212.0,South Atlantic
2018,4R03-41149,Americus,GA,All,Rural Reporter,221795.0,3.0,67279.0,18942.0,South Atlantic
