SubRecipientCode,Year,Efficiency_score,State,Region,Effectiveness_score,combined_score
4R03-41046,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41055,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41055,2019,0.9248304577383688,GA,South Atlantic,0.8620845200527154,0.9248304578108594
4R03-41055,2020,0.7462200970940943,GA,South Atlantic,0.7462201010489172,0.7462201012739778
4R03-41055,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41055,2022,0.8003690157061008,GA,South Atlantic,0.8003690141749322,0.8003690141673916
4R03-41057,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41057,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41057,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41057,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41057,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41062,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41062,2019,1.0,GA,South Atlantic,0.7500000010323361,1.0
4R03-41062,2020,0.9316970053048266,GA,South Atlantic,0.7500000001401711,0.9316970061588298
4R03-41062,2021,0.682168283083053,GA,South Atlantic,0.4706174358438717,0.6821682806287513
4R03-41062,2022,1.0,GA,South Atlantic,0.7500000012262859,1.0
4R03-41065,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41065,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41065,2020,0.9222437240760812,GA,South Atlantic,0.9222437202518732,0.9222437168076888
4R03-41065,2021,0.9821854877190068,GA,South Atlantic,0.9821854871474872,0.9821854872568203
4R03-41065,2022,0.9440205574606804,GA,South Atlantic,0.9440205568002404,0.9440205574095827
4R03-41074,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41074,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41074,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41074,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41074,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41077,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41077,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41077,2020,0.9993670349197424,GA,South Atlantic,0.9993669990800352,0.9993669909819506
4R03-41077,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41077,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41078,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41078,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41078,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41078,2021,0.9277954486366058,GA,South Atlantic,0.927795448707052,0.9277954488644939
4R03-41078,2022,1.0,GA,South Atlantic,0.8333333336011166,1.0
4R03-41085,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41085,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41085,2020,0.9829572201601212,GA,South Atlantic,0.982957221122362,0.9829572208854163
4R03-41085,2021,0.903473743278372,GA,South Atlantic,0.9034737441782428,0.9034737449493488
4R03-41085,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41086,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41086,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41086,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41086,2021,0.8997796214272854,GA,South Atlantic,0.8997796315917981,0.8997796199488082
4R03-41086,2022,0.8532360790808544,GA,South Atlantic,0.8532360915531073,0.853236075759026
4R03-41099,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41099,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41099,2020,0.9624009721018022,GA,South Atlantic,1.0,1.0
4R03-41099,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41099,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41103,2018,0.8701226278004177,GA,South Atlantic,1.0,1.0
4R03-41103,2019,0.8704195885934526,GA,South Atlantic,1.0,1.0
4R03-41103,2020,1.0,GA,South Atlantic,0.8762446702972043,1.0
4R03-41103,2021,0.8024805722021301,GA,South Atlantic,0.8024805727705998,0.8024805725891804
4R03-41103,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41104,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41104,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41104,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41104,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41104,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41108,2018,1.0,GA,South Atlantic,0.9879358447814628,1.0
4R03-41108,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41108,2020,1.0,GA,South Atlantic,0.981791469087334,1.0
4R03-41108,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41108,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41112,2018,0.9720556451230996,GA,South Atlantic,0.9709102266273216,0.972055645646108
4R03-41112,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41112,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41112,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41112,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41138,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41138,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41138,2020,0.9237704396768802,GA,South Atlantic,0.9237704399666202,0.9237704403531465
4R03-41138,2021,0.9390787343420016,GA,South Atlantic,0.939078734679022,0.9390787386176804
4R03-41138,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41139,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41139,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41139,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41139,2021,0.9090909097816284,GA,South Atlantic,0.9090909098032632,0.9090909098442875
4R03-41139,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41140,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41140,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41140,2020,0.956827731861118,GA,South Atlantic,0.9640738096194124,0.964073809457959
4R03-41140,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41140,2022,0.9691262637203436,GA,South Atlantic,0.9435419619546282,0.9691262612721571
4R03-41142,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41142,2019,1.0,GA,South Atlantic,0.920790725025726,1.0
4R03-41142,2020,1.0,GA,South Atlantic,0.979939751302058,1.0
4R03-41142,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41142,2022,0.9112700031020624,GA,South Atlantic,0.9575537266574436,0.9575537208585806
4R03-41144,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41144,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41144,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41144,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41144,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41145,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41145,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41145,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41145,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41145,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41149,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41149,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41149,2020,0.9019574841157064,GA,South Atlantic,0.8595225194261028,0.901957478462547
4R03-41149,2021,0.7500000056579333,GA,South Atlantic,0.7500000022249687,0.7500000000859799
4R03-41149,2022,0.7553519363007499,GA,South Atlantic,0.7500000001685818,0.7553519364891773
4R03-41154,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41154,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41154,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41154,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41154,2022,0.864791250792004,GA,South Atlantic,0.9099977385168538,0.9099977358297745
4R03-41155,2018,0.9702805664913172,GA,South Atlantic,1.0,1.0
4R03-41155,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41155,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41155,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41155,2022,0.9124965198661328,GA,South Atlantic,0.9124965056616144,0.9124965056240024
4R03-41156,2018,1.0,GA,South Atlantic,0.9616534969022944,1.0
4R03-41156,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41156,2020,0.8346286853638398,GA,South Atlantic,0.8346286876039126,0.834628684398023
4R03-41156,2021,0.8460802774746805,GA,South Atlantic,0.8460802818171822,0.8460802775777536
4R03-41156,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41158,2018,0.990822731176402,GA,South Atlantic,0.9502262493932964,0.9908227307634392
4R03-41158,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41158,2020,0.8919576506719408,GA,South Atlantic,0.9465511639301672,0.9465511627429388
4R03-41158,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41158,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41168,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41168,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41168,2020,0.980480365429042,GA,South Atlantic,0.9804803621048496,0.9804803624309877
4R03-41168,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41168,2022,0.8001214197289994,GA,South Atlantic,0.7963665230815594,0.8001214196850661
4R03-41171,2018,1.0,GA,South Atlantic,0.9903768817675443,1.0
4R03-41171,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41171,2020,0.9053998940589026,GA,South Atlantic,0.9053998935814148,0.9053998935973044
4R03-41171,2021,0.9030979687699038,GA,South Atlantic,1.0,1.0
4R03-41171,2022,0.6343339967402548,GA,South Atlantic,1.0,1.0
4R03-41177,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41177,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41177,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41177,2021,0.9269951336192233,GA,South Atlantic,0.9269951227063292,0.9269951325450236
4R03-41177,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41185,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41185,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41185,2020,0.95634109383977,GA,South Atlantic,0.9430913358292896,0.9563410935081995
4R03-41185,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41185,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-41190,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41190,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41190,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41190,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41190,2022,0.7317451462306692,GA,South Atlantic,0.7317451461717032,0.7317451455191422
4R03-41196,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-41196,2019,1.0,GA,South Atlantic,1.0,1.0
4R03-41196,2020,1.0,GA,South Atlantic,1.0,1.0
4R03-41196,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-41196,2022,1.0,GA,South Atlantic,1.0,1.0
4R03-44937,2018,1.0,GA,South Atlantic,1.0,1.0
4R03-44937,2019,1.0,GA,South Atlantic,0.965590766052896,1.0
4R03-44937,2020,1.0,GA,South Atlantic,0.9157267851309308,1.0
4R03-44937,2021,1.0,GA,South Atlantic,1.0,1.0
4R03-44937,2022,1.0,GA,South Atlantic,1.0,1.0
4R04-40909,2018,1.0,KY,East South Central,1.0,1.0
4R04-40909,2019,0.9669755934427116,KY,East South Central,0.9669755974109258,0.9669755909953603
4R04-40909,2020,0.964910006141366,KY,East South Central,0.997379525767035,0.9973795186821995
4R04-40909,2021,1.0,KY,East South Central,1.0,1.0
4R04-40909,2022,1.0,KY,East South Central,1.0,1.0
4R04-40941,2018,1.0,KY,East South Central,1.0,1.0
4R04-40941,2019,0.94912132151296,KY,East South Central,1.0,1.0
4R04-40941,2020,0.9899333761248824,KY,East South Central,0.9914832259569828,0.9914832150643799
4R04-40941,2021,1.0,KY,East South Central,1.0,1.0
4R04-40941,2022,0.9849428868488018,KY,East South Central,0.9849495963780068,0.9849428831094159
4R04-40948,2018,1.0,KY,East South Central,1.0,1.0
4R04-40948,2019,0.9492198491176695,KY,East South Central,1.0,1.0
4R04-40948,2020,1.0,KY,East South Central,1.0,1.0
4R04-40948,2021,0.9473988682071036,KY,East South Central,0.9473988701899118,0.9473988701289627
4R04-40948,2022,0.7173913051300065,KY,East South Central,0.7173913057870858,0.7173913118392126
4R04-40953,2018,1.0,KY,East South Central,1.0,1.0
4R04-40953,2019,1.0,KY,East South Central,1.0,1.0
4R04-40953,2020,1.0,KY,East South Central,1.0,1.0
4R04-40953,2021,1.0,KY,East South Central,1.0,1.0
4R04-40953,2022,1.0,KY,East South Central,1.0,1.0
4R04-40971,2018,1.0,KY,East South Central,1.0,1.0
4R04-40971,2019,0.9069767454030506,KY,East South Central,1.0,1.0
4R04-40971,2020,0.9069767465094408,KY,East South Central,0.9069767446848412,0.9069767452925315
4R04-40971,2021,0.9750000041066827,KY,East South Central,0.9750000034373022,0.9750000039495831
4R04-40971,2022,1.0,KY,East South Central,1.0,1.0
4R04-40979,2018,1.0,KY,East South Central,1.0,1.0
4R04-40979,2019,0.9681668488916322,KY,East South Central,0.9673627686553216,0.9681668476499576
4R04-40979,2020,1.0,KY,East South Central,1.0,1.0
4R04-40979,2021,1.0,KY,East South Central,1.0,1.0
4R04-40979,2022,0.9322033923202244,KY,East South Central,0.932203390105974,0.932203392012025
4R04-40997,2018,1.0,KY,East South Central,1.0,1.0
4R04-40997,2019,1.0,KY,East South Central,1.0,1.0
4R04-40997,2020,0.9769250805854134,KY,East South Central,0.9446510031169436,0.9769250787208997
4R04-40997,2021,0.9086227699818068,KY,East South Central,0.9086227838488375,0.9086227708177523
4R04-40997,2022,1.0,KY,East South Central,1.0,1.0
4R04-41006,2018,1.0,KY,East South Central,1.0,1.0
4R04-41006,2019,1.0,KY,East South Central,1.0,1.0
4R04-41006,2020,0.9560504246865504,KY,East South Central,0.9233078269217432,0.9560504243603591
4R04-41006,2021,1.0,KY,East South Central,1.0,1.0
4R04-41006,2022,0.862920858693606,KY,East South Central,0.8629208592611514,0.8629208572527702
4R04-41013,2018,1.0,KY,East South Central,1.0,1.0
4R04-41013,2019,1.0,KY,East South Central,1.0,1.0
4R04-41013,2020,0.9259809035515394,KY,East South Central,0.9600576284149258,0.9600576363220893
4R04-41013,2021,1.0,KY,East South Central,1.0,1.0
4R04-41013,2022,1.0,KY,East South Central,1.0,1.0
4R04-41023,2018,1.0,KY,East South Central,1.0,1.0
4R04-41023,2019,1.0,KY,East South Central,1.0,1.0
4R04-41023,2020,0.9474296107038948,KY,East South Central,0.947429631346528,0.9474296149030855
4R04-41023,2021,0.9385753598380489,KY,East South Central,0.9385753629949918,0.9385753588713436
4R04-41023,2022,0.9242424321737936,KY,East South Central,0.9242424251313808,0.9242424321972511
4R04-41032,2018,1.0,KY,East South Central,1.0,1.0
4R04-41032,2019,1.0,KY,East South Central,0.9971465627597362,1.0
4R04-41032,2020,1.0,KY,East South Central,1.0,1.0
4R04-41032,2021,0.9577990985875936,KY,East South Central,0.9577991045532288,0.9577990970566728
4R04-41032,2022,0.8598806727286857,KY,East South Central,0.8598806744976994,0.8598806727207343
4R04-41053,2018,1.0,KY,East South Central,1.0,1.0
4R04-41053,2019,0.9973105589798834,KY,East South Central,1.0,1.0
4R04-41053,2020,1.0,KY,East South Central,1.0,1.0
4R04-41053,2021,1.0,KY,East South Central,1.0,1.0
4R04-41053,2022,0.935485453450688,KY,East South Central,0.920145257818614,0.9354854511709552
4R04-41083,2018,1.0,KY,East South Central,1.0,1.0
4R04-41083,2019,1.0,KY,East South Central,1.0,1.0
4R04-41083,2020,1.0,KY,East South Central,0.7725617998825116,1.0
4R04-41083,2021,1.0,KY,East South Central,0.6666666675005634,1.0
4R04-41083,2022,1.0,KY,East South Central,1.0,1.0
4R04-41090,2018,1.0,KY,East South Central,1.0,1.0
4R04-41090,2019,0.9585374005295896,KY,East South Central,1.0,1.0
4R04-41090,2020,0.8419713150333761,KY,East South Central,0.8712696871252914,0.8712696769374694
4R04-41090,2021,1.0,KY,East South Central,1.0,1.0
4R04-41090,2022,1.0,KY,East South Central,1.0,1.0
4R04-41094,2018,1.0,KY,East South Central,1.0,1.0
4R04-41094,2019,0.9118789235508395,KY,East South Central,1.0,1.0
4R04-41094,2020,0.9184668425123188,KY,East South Central,0.8746867897625954,0.9184668421687469
4R04-41094,2021,1.0,KY,East South Central,1.0,1.0
4R04-41094,2022,1.0,KY,East South Central,0.8253412509951019,1.0
4R04-41098,2018,1.0,KY,East South Central,1.0,1.0
4R04-41098,2019,1.0,KY,East South Central,1.0,1.0
4R04-41098,2020,1.0,KY,East South Central,1.0,1.0
4R04-41098,2021,0.8886370347373249,KY,East South Central,0.8886370336932558,0.8886370352311427
4R04-41098,2022,0.883486871828138,KY,East South Central,0.8834868710432772,0.8834868679774287
4R04-41120,2018,1.0,KY,East South Central,1.0,1.0
4R04-41120,2019,1.0,KY,East South Central,1.0,1.0
4R04-41120,2020,0.9491189990068982,KY,East South Central,0.9516210880778416,0.951621088113076
4R04-41120,2021,1.0,KY,East South Central,1.0,1.0
4R04-41120,2022,1.0,KY,East South Central,1.0,1.0
4R04-41165,2018,1.0,KY,East South Central,1.0,1.0
4R04-41165,2019,1.0,KY,East South Central,1.0,1.0
4R04-41165,2020,1.0,KY,East South Central,1.0,1.0
4R04-41165,2021,0.9851027783491894,KY,East South Central,0.9851027743463888,0.985102771301218
4R04-41165,2022,0.8883483575281889,KY,East South Central,0.8918105596531597,0.8918105595563998
4R04-41179,2018,1.0,KY,East South Central,1.0,1.0
4R04-41179,2019,1.0,KY,East South Central,1.0,1.0
4R04-41179,2020,1.0,KY,East South Central,0.96920727196573,1.0
4R04-41179,2021,1.0,KY,East South Central,1.0,1.0
4R04-41179,2022,0.9600000256680687,KY,East South Central,0.9600000320467708,0.9600000047510447
4R04-44939,2018,1.0,KY,East South Central,1.0,1.0
4R04-44939,2019,1.0,KY,East South Central,1.0,1.0
4R04-44939,2020,0.8005657006056403,KY,East South Central,1.0,1.0
4R04-44939,2021,0.7246516807751558,KY,East South Central,0.7921185245619902,0.8406115456718226
4R04-44939,2022,1.0,KY,East South Central,1.0,1.0
4R05-40922,2018,1.0,MS,East South Central,1.0,1.0
4R05-40922,2019,0.8695652198818579,MS,East South Central,1.0,1.0
4R05-40922,2020,0.7142857145468485,MS,East South Central,0.7142857171366078,0.7142857144071503
4R05-40922,2021,0.7306792255871114,MS,East South Central,0.7306792266631025,0.7306792255512798
4R05-40922,2022,0.729437529420855,MS,East South Central,0.729437530887039,0.7294375293865528
4R05-40955,2018,1.0,MS,East South Central,1.0,1.0
4R05-40955,2019,1.0,MS,East South Central,1.0,1.0
4R05-40955,2020,1.0,MS,East South Central,1.0,1.0
4R05-40955,2021,0.9041969598796514,MS,East South Central,0.9041969627337494,0.9041969549476884
4R05-40955,2022,1.0,MS,East South Central,0.8000000004742818,1.0
4R05-40957,2018,1.0,MS,East South Central,1.0,1.0
4R05-40957,2019,0.9484843596548916,MS,East South Central,0.943189403324136,0.9484843598047786
4R05-40957,2020,0.8712877872814888,MS,East South Central,0.8712877846250351,0.8712877903094015
4R05-40957,2021,1.0,MS,East South Central,1.0,1.0
4R05-40957,2022,0.8197339744759906,MS,East South Central,0.8197339706185748,0.8197339715223149
4R05-40969,2018,1.0,MS,East South Central,1.0,1.0
4R05-40969,2019,0.9878784610420048,MS,East South Central,0.9878784422369868,0.9878784610195371
4R05-40969,2020,0.902906121156142,MS,East South Central,0.9029061325220112,0.9029061361901877
4R05-40969,2021,0.9166666669184638,MS,East South Central,0.9166666677174176,0.9166666685284024
4R05-40969,2022,0.9166666679212858,MS,East South Central,0.91666666828079,0.9166666740016357
4R05-40987,2018,1.0,MS,East South Central,1.0,1.0
4R05-40987,2019,1.0,MS,East South Central,1.0,1.0
4R05-40987,2020,1.0,MS,East South Central,1.0,1.0
4R05-40987,2021,0.9564872101858948,MS,East South Central,0.9564872155796544,0.9564872101685393
4R05-40987,2022,0.9852972984051028,MS,East South Central,0.985297301256184,0.9852972983211807
4R05-41024,2018,1.0,MS,East South Central,0.998312167385048,1.0
4R05-41024,2019,1.0,MS,East South Central,1.0,1.0
4R05-41024,2020,0.9594810988477888,MS,East South Central,0.9594810984736128,0.9594811037725065
4R05-41024,2021,0.9855740312228828,MS,East South Central,0.9855740348912104,0.9855740347921107
4R05-41024,2022,1.0,MS,East South Central,1.0,1.0
4R05-41030,2018,1.0,MS,East South Central,1.0,1.0
4R05-41030,2019,1.0,MS,East South Central,1.0,1.0
4R05-41030,2020,0.9018882971111196,MS,East South Central,0.9018882987555094,0.9018882936421436
4R05-41030,2021,0.9095124619981464,MS,East South Central,0.858682022719204,0.9095124631752234
4R05-41030,2022,1.0,MS,East South Central,0.8019374437934247,1.0
4R05-41039,2018,1.0,MS,East South Central,1.0,1.0
4R05-41039,2019,0.7058823602990246,MS,East South Central,0.7058823619679866,0.7058823589406774
4R05-41039,2020,0.799652556569662,MS,East South Central,0.6428571516322671,0.7996525566273488
4R05-41039,2021,1.0,MS,East South Central,0.7200000002248585,1.0
4R05-41039,2022,0.9580702808888498,MS,East South Central,0.7058823532283899,1.0
4R05-41044,2018,1.0,MS,East South Central,1.0,1.0
4R05-41044,2019,1.0,MS,East South Central,1.0,1.0
4R05-41044,2020,1.0,MS,East South Central,1.0,1.0
4R05-41044,2021,0.9021594245017583,MS,East South Central,0.9001573452522416,0.9021594194809249
4R05-41044,2022,0.9653050645647292,MS,East South Central,0.9653050591532176,0.9653050405458087
4R05-41051,2018,1.0,MS,East South Central,1.0,1.0
4R05-41051,2019,1.0,MS,East South Central,1.0,1.0
4R05-41051,2020,0.9375000054792354,MS,East South Central,0.937500003457123,0.9375000001079847
4R05-41051,2021,0.93750000089144,MS,East South Central,0.9375000011421798,0.9375000007192027
4R05-41051,2022,0.93750000083666,MS,East South Central,0.9375000021189174,0.9375000031523592
4R05-41052,2018,1.0,MS,East South Central,1.0,1.0
4R05-41052,2019,1.0,MS,East South Central,1.0,1.0
4R05-41052,2020,0.9333333440377494,MS,East South Central,0.9333333357397556,0.9333333355552741
4R05-41052,2021,0.8892063154965381,MS,East South Central,0.8892063144994996,0.8892063241538163
4R05-41052,2022,0.8532199991455033,MS,East South Central,0.8484848538279715,0.853220003544082
4R05-41096,2018,1.0,MS,East South Central,1.0,1.0
4R05-41096,2019,0.9709039152160744,MS,East South Central,1.0,1.0
4R05-41096,2020,0.8965517245138074,MS,East South Central,0.8965517244960741,0.8965517247953555
4R05-41096,2021,0.8666666760092776,MS,East South Central,0.866666667100172,0.8666666670145908
4R05-41096,2022,1.0,MS,East South Central,0.8387096782267576,1.0
4R05-41121,2018,1.0,MS,East South Central,1.0,1.0
4R05-41121,2019,1.0,MS,East South Central,1.0,1.0
4R05-41121,2020,1.0,MS,East South Central,0.9999474381915064,1.0
4R05-41121,2021,0.9539307915368598,MS,East South Central,0.9539307543264848,0.9539307541685651
4R05-41121,2022,1.0,MS,East South Central,1.0,1.0
4R05-41183,2018,1.0,MS,East South Central,1.0,1.0
4R05-41183,2019,1.0,MS,East South Central,1.0,1.0
4R05-41183,2020,1.0,MS,East South Central,1.0,1.0
4R05-41183,2021,0.9250000006210451,MS,East South Central,0.9250000006222614,0.9250000004762442
4R05-41183,2022,0.9795784470370986,MS,East South Central,0.973494223109524,0.9795784473430139
4R05-41192,2018,1.0,MS,East South Central,1.0,1.0
4R05-41192,2019,1.0,MS,East South Central,1.0,1.0
4R05-41192,2020,1.0,MS,East South Central,1.0,1.0
4R05-41192,2021,0.9545454559365324,MS,East South Central,0.9545454635393528,0.9545454571157389
4R05-41192,2022,0.9264705902616728,MS,East South Central,0.9264705906773912,0.9264705952717621
4R05-44928,2018,1.0,MS,East South Central,1.0,1.0
4R05-44928,2019,1.0,MS,East South Central,1.0,1.0
4R05-44928,2020,1.0,MS,East South Central,1.0,1.0
4R05-44928,2021,0.9992318694541964,MS,East South Central,0.9992318468992344,0.9992318549330176
4R05-44928,2022,0.9437587673568572,MS,East South Central,0.9103303569046178,0.9472663222546599
4R06-40913,2018,1.0,NC,South Atlantic,1.0,1.0
4R06-40913,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40913,2020,1.0,NC,South Atlantic,1.0,1.0
4R06-40913,2021,1.0,NC,South Atlantic,1.0,1.0
4R06-40913,2022,1.0,NC,South Atlantic,1.0,1.0
4R06-40915,2018,1.0,NC,South Atlantic,1.0,1.0
4R06-40915,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40915,2020,1.0,NC,South Atlantic,1.0,1.0
4R06-40915,2021,1.0,NC,South Atlantic,1.0,1.0
4R06-40915,2022,1.0,NC,South Atlantic,1.0,1.0
4R06-40918,2018,1.0,NC,South Atlantic,1.0,1.0
4R06-40918,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40918,2020,1.0,NC,South Atlantic,1.0,1.0
4R06-40918,2021,1.0,NC,South Atlantic,1.0,1.0
4R06-40918,2022,1.0,NC,South Atlantic,1.0,1.0
4R06-40921,2018,1.0,NC,South Atlantic,1.0,1.0
4R06-40921,2019,0.983432334740966,NC,South Atlantic,0.983432342593484,0.9834323471295333
4R06-40921,2020,0.9464409576705028,NC,South Atlantic,0.9464409615112896,0.9464409613699366
4R06-40921,2021,0.9951583838403694,NC,South Atlantic,0.9951583899211532,0.9951584034590286
4R06-40921,2022,1.0,NC,South Atlantic,1.0,1.0
4R06-40929,2018,1.0,NC,South Atlantic,1.0,1.0
4R06-40929,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40929,2020,1.0,NC,South Atlantic,0.9975795207056932,1.0
4R06-40929,2021,1.0,NC,South Atlantic,1.0,1.0
4R06-40929,2022,1.0,NC,South Atlantic,1.0,1.0
4R06-40933,2018,1.0,NC,South Atlantic,1.0,1.0
4R06-40933,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40933,2020,1.0,NC,South Atlantic,1.0,1.0
4R06-40933,2021,1.0,NC,South Atlantic,1.0,1.0
4R06-40933,2022,1.0,NC,South Atlantic,1.0,1.0
4R06-40934,2018,0.9892336121143488,NC,South Atlantic,0.9981021330364755,0.9981021328940393
4R06-40934,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40934,2020,0.9602784631916224,NC,South Atlantic,0.9785377092837269,0.9785377105873737
4R06-40934,2021,1.0,NC,South Atlantic,1.0,1.0
4R06-40934,2022,0.933333334683667,NC,South Atlantic,0.9474883585225956,0.947488358953821
4R06-40938,2018,1.0,NC,South Atlantic,1.0,1.0
4R06-40938,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40938,2020,1.0,NC,South Atlantic,1.0,1.0
4R06-40938,2021,1.0,NC,South Atlantic,1.0,1.0
4R06-40938,2022,1.0,NC,South Atlantic,1.0,1.0
4R06-40942,2018,1.0,NC,South Atlantic,1.0,1.0
4R06-40942,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40942,2020,0.863636364245551,NC,South Atlantic,0.8636363688490962,0.8636363642628542
4R06-40942,2021,0.95000000077613,NC,South Atlantic,0.9500000011836676,0.9500000010939758
4R06-40942,2022,0.8636363654957054,NC,South Atlantic,0.8636363652455795,0.8636363691469434
4R06-40943,2018,0.9959305102167452,NC,South Atlantic,1.0,1.0
4R06-40943,2019,1.0,NC,South Atlantic,1.0,1.0
4R06-40943,2020,1.0,NC,South Atlantic,1.0,1.0
4R06-40943,2021,1.0,NC,South Atlantic,1.0,1.0
